ID,Collection,Minting Date,Tx Count,Power
713016,0xb10be5cbbf9655ed3648184ade56d3b4d6cedd4f,8/7/2021,1,235
713030,0xbd19a3f0a9cace18513a1e2863d648d13975cb30,8/7/2021,1,60
713057,0x1745a3f232467511fc36b2480e8e7acf6a7aa7f0,8/7/2021,1,7
713110,0x11d0b9058104247be40744b1e5a708fc0ae8f7cc,8/7/2021,1,25
713140,0xbef33200077a2a2ac3613ab92488b41ffc39ace2,8/7/2021,1,12
713155,0x5c700958be667204149c9adae1b4831c9df16622,8/7/2021,1,18
713181,0x7463ef556a7a5c41833cf33d60c7782275e9ac57,8/7/2021,1,1
713199,0x5cac4a6ff0c0c90053f0204e8caf1b707bc307e6,8/7/2021,1,6
713206,0x338f603755412f64eab9a3fe9d2873e0d8c536d8,8/7/2021,1,21
713216,0x3ef1d327e98707ee394948ddc34d13d500057109,8/7/2021,1,4
713224,0x13aaf0994ffdb35bf32ddaf6e18b6efdd25a0808,8/7/2021,1,23
713254,0x86128f8cd95e9d90742fffde807cf6b437410fa8,8/7/2021,1,1
713266,0x57d23a76582f30b09106ced93efecf2ef718e187,8/7/2021,1,422
713331,0xedd049c56b804bcdbf7e704cc312491e3d50485a,8/7/2021,1,27
713339,0x8c126eb5ada6c61f5b48e9791d5d539576af87cb,8/7/2021,1,22
713340,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,8/7/2021,1,762
713386,0xddcdd2e4d5b0397537f485a72d971b403423403b,8/7/2021,1,12
713399,0xb795b5957bc72cfb1e71c6a8eb504c195dd52fc4,8/7/2021,1,21
713490,0xcdbb43a1bacb5fe29ff895c7f79dc9dd0d536f71,8/7/2021,1,45
713657,0xbe2909813f6f850af99c8b968febf6eb884f1454,8/7/2021,1,15
713831,0x486843ad8adb101584fcce56e88a09e6f25d16d1,8/7/2021,1,6
713925,0xf632f067bb26b08e95e23225a016ed9e02265137,8/7/2021,1,18
714001,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,8/7/2021,1,30
714207,0xb464ca834796272e08dc6460940b281b046a2cee,8/7/2021,1,28
714273,0x540c44ff7b71f2487cd11aaf53aec1a85bfe8f7a,8/7/2021,1,12
714278,0x4d640d6d2cae44c3192a70dc1179aa890484cc7e,8/7/2021,1,15
714318,0xdfdf2d882d9ebce6c7eac3da9ab66cbfda263781,8/7/2021,1,51
714321,0x2b18233fb4306a705471a7271c018ce0ff7dd754,8/7/2021,1,17
714329,0xdfe7ad3e0cc6fb0798e66c67c72927c49fc42478,8/7/2021,1,19
714337,0x95bd75d85c9e9f205d3d6edf3496f8b6864090ab,8/7/2021,1,20
714343,0x7fe65d99a0998cdba8e1f749303a467dcf87e815,8/7/2021,1,15
714357,0x732c39b5a74ef353211aa5f925e492c9a4aab84a,8/7/2021,1,1
714390,0x50017fc607da965b6dd12f61c8a6560dfe2df927,8/7/2021,1,28
714394,0x0f1d41cc51e97dc9d0cad80dc681777eed3675e3,8/7/2021,1,50
714500,0x31562d5959b37e39702c0f94d06ef155489d9359,8/7/2021,1,63
714653,0x61323c5c6696fde1d334fee5f49f1fac8781d0cf,8/7/2021,1,685
714697,0x73df3559f3224f85258c160d3e17bdb9d6288ff4,8/7/2021,1,15
714737,0x1aa963e68cfde4dab1df1e15e70b2bb4103c4848,8/7/2021,1,39
714775,0x0a9ccba894168aaaa03f03753f631d0a902303d7,8/7/2021,1,35
714903,0x91564f0d22ef831f7eefbbde49ebc15705592240,8/7/2021,1,16
715068,0x5c647ca5e2bc5bd17c40410fcb8003d38879ae50,8/7/2021,1,8
715070,0xfb18fd31af65737e446f30c7c35375e53a4ce569,8/7/2021,1,17
715092,0xcabc8491816d5fa9f141c722fd8a08f2fd538333,8/7/2021,1,28
715093,0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa,8/7/2021,1,20
715151,0x9311d45341b284900711f9bc155ce2e381248c29,8/7/2021,1,23
715177,0xcb4020c5bce7e30247d888e96efb9b36570eb265,8/7/2021,1,15
715248,0x500f736f569b801e12cbdd5d8116ea0717512520,8/7/2021,1,28
715307,0xd7cfccc63b5f0d5b772a500632a3e062490a7927,8/7/2021,1,11
715361,0x4ba11a55ea45f72f8e5387a7a639c28ede07f7a3,8/7/2021,1,6
715371,0x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5,8/7/2021,1,786
715372,0x5d46ed7405a8a87492cd139fcd38bce60cb5030e,8/7/2021,1,605
715412,0x3cfd9c16d7b298d623d7160b1a2b56496402b9f0,8/7/2021,1,18
715463,0xac19baabe85dd01b94fe1528c24a9472a4d9b583,8/7/2021,1,16
715608,0x18035bb5dcff413940151cea396c7ab230072e0b,8/7/2021,1,17
715636,0xe0b94cfd66308966848dfc4496d783a98b507dd9,8/7/2021,2,15
715822,0x15cfd653015f4620171a54466672d174d0e74d2a,8/7/2021,1,12
715832,0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9,8/7/2021,1,17
715834,0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2,8/7/2021,1,16
716414,0x67e867607d16c010bee44925e0217814bbebd801,8/7/2021,1,21
716453,0x063c8598ad447d05202edba3568db89ee722c93b,8/7/2021,1,2
716558,0x261c8a9c5642abc0df4600b348b6ad28492507af,8/7/2021,1,7
716562,0x93798c48d02a7398ee123ad99fdb5efd2a9337a1,8/7/2021,1,14
716564,0xe10a9ffad9fcc7f685ff18bcb8957f0e9379e21c,8/7/2021,1,166
716593,0x1c2ca85254ee1a6ae3d85b9be010c2bbe8600a45,8/7/2021,1,9
716707,0x6bfd30747ba72ac7bb2f20d6138e1312020fafe8,8/8/2021,1,17
716733,0xd83551b29d0da46c9b6d105ef359e23aaf46e764,8/8/2021,1,10
716953,0x5eee4c61d5e63486dcd3eb4ad445403c9e1bb413,8/8/2021,1,17
717862,0x1fbb06e5df7479be3b021cdea3271c61235ff1d5,8/8/2021,1,22
718582,0x64fae0196cd4753346ec02e8576978b158cd5ecd,8/8/2021,1,267
721177,0xcfd1f6ecacbdfbe61e03e942bf677880a5cfac0f,8/8/2021,1,21
722608,0x3136043b0a2278569fcac322b7accf1395281b8f,8/9/2021,1,10
723514,0x53c31293c544bc69898f90009ce27980d7574fa2,8/9/2021,1,348
723688,0x1dca1f25e29ff5c35bfb4a6e39ff872bf717945b,8/9/2021,1,7
723829,0x66fb20f5d6a4ea8b1aed0b23a36fd80bef7a33c2,8/9/2021,1,14
725635,0x6f00ad0238e20646e3b4e87dc9c8319649156834,8/10/2021,1,18
725826,0x3f31bde678303320f19a677b8ed2a4a0739daca7,8/10/2021,1,17
730466,0xb30dd1198feed1e22ec969f61eed04cb75937adf,8/10/2021,1,14
730559,0x6f3924e9158c74d344bf578a251bcc2ef41f8f50,8/10/2021,1,13
730597,0x6350e1a72158e16a28b064ac49b1c9cfeb8aeef1,8/10/2021,1,14
731465,0x36adca4d480faa083616c230d8f75e49d61671a0,8/11/2021,1,3
736096,0xeba9717a3341e5750be43256c91ae068fdb01a27,8/11/2021,1,19
736165,0xc22824c25513dee409aa6453742094a01f594846,8/11/2021,1,9
