interval_start_timestamp,channel_name,channel_id,readers,chatters,messages
2021-09-29T00:00:00+00:00,👋daolationships-general,886281138224644116,62,31,306
2021-09-29T00:00:00+00:00,🙏daolationships-feedback,886282892953649194,14,4,9
2021-09-29T00:00:00+00:00,nifty-island,886348181883990066,50,14,58
2021-09-29T00:00:00+00:00,🍀daolationships-culture,886654770721464360,23,9,70
2021-09-29T00:00:00+00:00,governance,886877549064507452,15,5,38
2021-09-29T00:00:00+00:00,parcel-money,887247035705729054,14,6,13
2021-09-29T00:00:00+00:00,content-gateway,887387795713314876,62,13,178
2021-09-29T00:00:00+00:00,kenya,888388347662307370,3,3,3
2021-09-29T00:00:00+00:00,smart-contract-literacy-videos,888461514263101500,13,3,5
2021-09-29T00:00:00+00:00,🚨remainder-of-s1,888559574720868422,38,6,32
2021-09-29T00:00:00+00:00,🌎country-select,888956670473027614,66,13,53
2021-09-29T00:00:00+00:00,index-coop,889557526855692328,24,9,36
2021-09-29T00:00:00+00:00,crypto-sapiens-podcast,890047306374742116,16,5,14
2021-09-29T00:00:00+00:00,🌐crypto-legal-observatory,890226916458659920,22,11,87
2021-09-29T00:00:00+00:00,serbia,890281438333784117,1,2,2
2021-09-29T00:00:00+00:00,dao-index,890423663495614485,12,8,21
2021-09-29T00:00:00+00:00,primedao,890575557690011688,14,2,6
2021-09-29T00:00:00+00:00,perks-announcement,890653497396187166,243,2,4
2021-09-29T00:00:00+00:00,nft-tool,890968484966727700,47,14,125
2021-09-29T00:00:00+00:00,the-rug-private,891003077300211722,10,10,65
2021-09-29T00:00:00+00:00,av-tutorials,891019096106352650,6,3,5
2021-09-29T00:00:00+00:00,🤫fc-start-here,892110591701954570,7,2,16
2021-09-29T00:00:00+00:00,🥊fc-general,892111592894890024,15,12,41
2021-09-29T00:00:00+00:00,🇹🇷-turkish,892132949653323786,2,2,10
2021-09-29T00:00:00+00:00,📢fight-announcements,892198672186634281,19,0,0
2021-09-29T00:00:00+00:00,📖education,892200728532221992,5,2,2
2021-09-29T00:00:00+00:00,dnd,892211207010938890,7,7,16
